,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,other,No.,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
1211,NORTH LAWNDALE,Reading & Writing.,online,1,18.0,99.0,,18.0,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.0005012252171975941
1212,NORTH LAWNDALE,Science ,face_to_face,41,195.0,25.902439024390244,41.86773235195123,4.7560975609756095,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.005429939852973936
1213,NORTH LAWNDALE,Social Studies ,face_to_face,1,30.0,21.0,41.85376358,30.0,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.0008353753619959902
1214,NORTH LAWNDALE,Sports + Wellness.,face_to_face,466,7941.0,36.90128755364807,41.865771592451324,17.040772532188843,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.2211238583203386
1215,NORTH LAWNDALE,Sports + Wellness.,online,54,776.0,64.0,41.866935800185196,14.37037037037037,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.02160837603029628
1216,NORTH LAWNDALE,Teaching,face_to_face,1,25.0,65.0,41.86448288,25.0,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.0006961461349966585
1217,NORTH LAWNDALE,Work + Career ,face_to_face,3,135.0,99.0,41.864493053333334,45.0,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.0037591891289819558
1218,NORTH LAWNDALE,Work + Career ,online,1,0.0,24.0,41.86782837,0.0,35912,25797,0.06,0.914,0.014,0.002,0.01,29,3.70%,33.20%,17.20%,20.40%,37.50%,"$17,708 ",60.3,0.0
1219,NORTH PARK,Academic Support,face_to_face,20,243.0,6.95,41.97922458650001,12.15,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.013551949138363727
1220,NORTH PARK,Academic Support,online,3,65.0,6.0,41.98247782,21.666666666666668,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.003625006971167252
1221,NORTH PARK,Building & Fixing Things,face_to_face,1,25.0,65.0,41.9858017,25.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0013942334504489433
1222,NORTH PARK,Computers.,face_to_face,1,18.0,99.0,41.77890015,18.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.001003848084323239
1223,NORTH PARK,Healthcare,face_to_face,3,1905.0,99.0,41.982344309999995,635.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.10624058892420947
1224,NORTH PARK,Helping Your Community.,face_to_face,5,48.0,20.2,41.980260470000005,9.6,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.002676928224861971
1225,NORTH PARK,Managing Money.,face_to_face,1,0.0,99.0,41.97539902,0.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0
1226,NORTH PARK,Music & Art.,face_to_face,136,98346.0,30.477941176470587,41.978163243823566,723.1323529411765,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,5.484691316714071
1227,NORTH PARK,Music & Art.,online,3,51.0,5.333333333333333,41.980800625,17.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.002844236238915844
1228,NORTH PARK,Nature.,face_to_face,58,6053.0,58.172413793103445,41.982675751379276,104.36206896551724,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.3375718030226981
1229,NORTH PARK,Nature.,online,1,20.0,6.0,41.98583221,20.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0011153867603591544
1230,NORTH PARK,Performance.,face_to_face,6,430.0,40.333333333333336,41.984467826666666,71.66666666666667,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.023980815347721823
1231,NORTH PARK,Reading & Writing.,face_to_face,116,5435.0,20.387931034482758,41.972552762069,46.85344827586207,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.30310635212760023
1232,NORTH PARK,Reading & Writing.,online,3,2264.0,38.0,,754.6666666666666,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.1262617812726563
1233,NORTH PARK,Science ,face_to_face,8,206.0,50.5,41.96620655375,25.75,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.011488483631699293
1234,NORTH PARK,Science ,online,1,20.0,6.0,41.98583221,20.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0011153867603591544
1235,NORTH PARK,Social Studies ,face_to_face,2,68.0,82.0,41.98060036,34.0,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0037923149852211254
1236,NORTH PARK,Sports + Wellness.,face_to_face,761,9767.0,16.006570302233904,41.983855089987244,12.834428383705651,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.5446991244213931
1237,NORTH PARK,Sports + Wellness.,online,15,635.0,6.4,41.98449045400001,42.333333333333336,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.03541352964140316
1238,NORTH PARK,Work + Career ,face_to_face,3,20.0,20.666666666666668,41.93851471333334,6.666666666666667,17931,53305,0.18,0.032,0.493,0.257,0.038,13,5.10%,14.90%,5.10%,13.00%,39.50%,"$32,507 ",44.1,0.0011153867603591544
1239,NORWOOD PARK,Academic Support,face_to_face,36,692.0,20.86111111111111,41.987410970000006,19.22222222222222,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.018691083920805984
1240,NORWOOD PARK,Academic Support,online,4,70.0,6.0,41.98980904,17.5,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0018907165815844206
1241,NORWOOD PARK,Building & Fixing Things,face_to_face,3,0.0,99.0,41.99219894,0.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0
1242,NORWOOD PARK,Computers.,face_to_face,1,18.0,99.0,41.87630081,18.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0004861842638359938
1243,NORWOOD PARK,Computers.,online,3,54.0,99.0,,18.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0014585527915079814
1244,NORWOOD PARK,Food.,face_to_face,4,85.0,99.0,41.98669815,21.25,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.002295870134781082
1245,NORWOOD PARK,Food.,online,7,140.0,99.0,41.98668671000001,20.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.003781433163168841
1246,NORWOOD PARK,Healthcare,face_to_face,3,42.0,36.666666666666664,41.98736572333333,14.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0011344299489506524
1247,NORWOOD PARK,Helping Your Community.,face_to_face,3,50.0,17.333333333333332,41.98669815,16.666666666666668,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0013505118439888718
1248,NORWOOD PARK,Managing Money.,face_to_face,6,3936.0,99.0,41.98758570166666,656.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.10631229235880399
1249,NORWOOD PARK,Music & Art.,face_to_face,403,90690.0,44.593052109181144,41.982102196997666,225.03722084367246,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,2.4495583826270155
1250,NORWOOD PARK,Music & Art.,online,16,274.0,41.5,41.988365173750005,17.125,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.007400804905059018
1251,NORWOOD PARK,Nature.,face_to_face,11,66.0,56.72727272727273,41.98450886272728,6.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0017826756340653107
1252,NORWOOD PARK,Performance.,online,3,60.0,99.0,41.98668671,20.0,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0016206142127866462
1253,NORWOOD PARK,Reading & Writing.,face_to_face,126,100671.0,43.214285714285715,41.986865752698456,798.9761904761905,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,2.7191475569240744
1254,NORWOOD PARK,Reading & Writing.,online,4,70.0,28.75,41.990136463333336,17.5,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.0018907165815844206
1255,NORWOOD PARK,Science ,face_to_face,35,7843.0,46.6,41.97073385971428,224.0857142857143,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.21184128784809442
1256,NORWOOD PARK,Social Studies ,face_to_face,2,99.0,99.0,41.98530006,49.5,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.002674013451097966
1257,NORWOOD PARK,Sports + Wellness.,face_to_face,573,10352.0,27.144851657940663,41.985120717626586,18.066317626527052,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.279609972179456
1258,NORWOOD PARK,Sports + Wellness.,online,36,617.0,52.583333333333336,41.98788876055554,17.13888888888889,37023,64477,0.12,0.004,0.815,0.046,0.015,10,1.20%,8.20%,4.30%,7.30%,41.00%,"$45,474 ",31.3,0.01666531615482268
1259,OHARE,Food.,face_to_face,1,100.0,17.0,41.96586609,100.0,12756,49601,0.095,0.032,0.772,0.083,0.019,76,3.10%,10.40%,3.80%,8.30%,32.80%,"$35,715 ",32.7,0.00783944810285356
1260,OHARE,Music & Art.,face_to_face,1,0.0,17.0,41.95409012,0.0,12756,49601,0.095,0.032,0.772,0.083,0.019,76,3.10%,10.40%,3.80%,8.30%,32.80%,"$35,715 ",32.7,0.0
1261,OHARE,Science ,face_to_face,1,100.0,17.0,41.96586609,100.0,12756,49601,0.095,0.032,0.772,0.083,0.019,76,3.10%,10.40%,3.80%,8.30%,32.80%,"$35,715 ",32.7,0.00783944810285356
1262,OHARE,Sports + Wellness.,face_to_face,1,0.0,17.0,41.95409012,0.0,12756,49601,0.095,0.032,0.772,0.083,0.019,76,3.10%,10.40%,3.80%,8.30%,32.80%,"$35,715 ",32.7,0.0
1263,OHARE,Work + Career ,face_to_face,1,15.0,16.0,41.96590042,15.0,12756,49601,0.095,0.032,0.772,0.083,0.019,76,3.10%,10.40%,3.80%,8.30%,32.80%,"$35,715 ",32.7,0.0011759172154280338
1264,PORTAGE PARK,Academic Support,face_to_face,61,15372.0,42.73770491803279,41.951550092458994,252.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.23972303661655542
1265,PORTAGE PARK,Academic Support,online,1,15.0,4.0,41.96449661,15.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.00023392177655791904
1266,PORTAGE PARK,Building & Fixing Things,face_to_face,7,461.0,18.0,41.94911520428572,65.85714285714286,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.007189195932880045
1267,PORTAGE PARK,Building & Fixing Things,online,1,10.0,13.0,41.96449661,10.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.00015594785103861269
1268,PORTAGE PARK,Computers.,face_to_face,5,122.0,33.4,41.958865354,24.4,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.0019025637826710748
1269,PORTAGE PARK,Healthcare,face_to_face,1,10.0,99.0,41.96449661,10.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.00015594785103861269
1270,PORTAGE PARK,Helping Your Community.,face_to_face,5,93.0,50.2,41.95659942799999,18.6,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.001450315014659098
1271,PORTAGE PARK,Music & Art.,face_to_face,377,197288.0,36.0132625994695,41.95520981724134,523.3103448275862,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,3.076663963570582
1272,PORTAGE PARK,Music & Art.,online,6,68.0,69.16666666666667,41.96449661,11.333333333333334,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.0010604453870625664
1273,PORTAGE PARK,Nature.,face_to_face,22,338.0,57.31818181818182,41.961858924090926,15.363636363636363,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.005271037365105109
1274,PORTAGE PARK,Performance.,face_to_face,5,420.0,61.6,41.962952424,84.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.006549809743621733
1275,PORTAGE PARK,Reading & Writing.,face_to_face,136,4354.0,23.75,41.95865493698524,32.01470588235294,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.06789969434221196
1276,PORTAGE PARK,Reading & Writing.,online,1,18.0,99.0,,18.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.0002807061318695028
1277,PORTAGE PARK,Science ,face_to_face,13,119.0,30.076923076923077,41.94944000230768,9.153846153846153,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.001855779427359491
1278,PORTAGE PARK,Social Studies ,face_to_face,4,1826.0,58.5,41.946024892500006,456.5,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.028476077599650675
1279,PORTAGE PARK,Sports + Wellness.,face_to_face,546,9427.0,21.1996336996337,41.95784897891939,17.265567765567766,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.1470120391741002
1280,PORTAGE PARK,Sports + Wellness.,online,15,160.0,69.93333333333334,41.95599797533335,10.666666666666666,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.002495165616617803
1281,PORTAGE PARK,Work + Career ,face_to_face,1,15.0,15.0,41.93970108,15.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.00023392177655791904
1282,PORTAGE PARK,Work + Career ,online,1,0.0,24.0,41.94014359,0.0,64124,52356,0.388,0.013,0.535,0.046,0.017,15,4.10%,9.30%,5.50%,12.90%,33.90%,"$33,413 ",37.7,0.0
1283,PULLMAN,Academic Support,face_to_face,8,230.0,13.125,41.70620584625,28.75,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.031399317406143344
1284,PULLMAN,Digital Media.,face_to_face,1,15.0,22.0,41.70809937,15.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0020477815699658703
1285,PULLMAN,Food.,face_to_face,2,0.0,42.5,41.705949785,0.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0
1286,PULLMAN,Healthcare,face_to_face,13,120.0,92.6923076923077,41.70853717769231,9.23076923076923,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.016382252559726963
1287,PULLMAN,Helping Your Community.,face_to_face,11,545.0,54.90909090909091,41.70721817272727,49.54545454545455,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.07440273037542662
1288,PULLMAN,Law,face_to_face,1,0.0,17.0,41.70650101,0.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0
1289,PULLMAN,Music & Art.,face_to_face,93,1410.0,47.69892473118279,41.70712567569887,15.161290322580646,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.1924914675767918
1290,PULLMAN,Nature.,face_to_face,5,15.0,81.6,41.708319857999996,3.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0020477815699658703
1291,PULLMAN,Performance.,face_to_face,1,10.0,6.0,41.70809937,10.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0013651877133105802
1292,PULLMAN,Reading & Writing.,face_to_face,4,45.0,77.75,41.70769978,11.25,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0061433447098976105
1293,PULLMAN,Science ,face_to_face,1,10.0,11.0,41.70849991,10.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0013651877133105802
1294,PULLMAN,Sports + Wellness.,face_to_face,2610,69915.0,79.39157088122606,41.70847360247472,26.78735632183908,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,9.544709897610922
1295,PULLMAN,Work + Career ,face_to_face,1,0.0,24.0,41.70999908,0.0,7325,40059,0.078,0.836,0.071,0.001,0.014,50,0.60%,18.60%,15.70%,10.80%,33.60%,"$27,871 ",41.5,0.0
1296,RIVERDALE,Academic Support,face_to_face,1,0.0,18.0,41.65533066,0.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0
1297,RIVERDALE,Building & Fixing Things,face_to_face,12,257.0,58.0,41.6572046275,21.416666666666668,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0396482567108917
1298,RIVERDALE,Computers.,face_to_face,2,99.0,99.0,41.65719986,49.5,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.01527306386917618
1299,RIVERDALE,Healthcare,face_to_face,12,0.0,18.0,41.65719986,0.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0
1300,RIVERDALE,Helping Your Community.,face_to_face,2,20.0,22.0,41.65549851,10.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0030854674483184203
1301,RIVERDALE,Music & Art.,face_to_face,58,2256.0,47.53448275862069,41.65688014931034,38.89655172413793,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.3480407281703178
1302,RIVERDALE,Nature.,face_to_face,5,20.0,99.0,41.696839146,4.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0030854674483184203
1303,RIVERDALE,Performance.,face_to_face,2,27.0,16.0,41.65549851,13.5,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.004165381055229868
1304,RIVERDALE,Reading & Writing.,face_to_face,23,3285.0,22.608695652173914,41.65690397304347,142.82608695652175,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.5067880283863005
1305,RIVERDALE,Science ,face_to_face,22,92.0,19.454545454545453,41.65704571181818,4.181818181818182,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.014193150262264732
1306,RIVERDALE,Sports + Wellness.,face_to_face,138,1938.0,37.27536231884058,41.65549851000008,14.043478260869565,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.2989817957420549
1307,RIVERDALE,Sports + Wellness.,online,16,160.0,15.5,41.655498510000015,10.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.024683739586547362
1308,RIVERDALE,Work + Career ,face_to_face,1,10.0,19.0,41.65721129999999,10.0,6482,13380,0.02,0.964,0.005,0,0.01,54,6.20%,48.00%,29.90%,13.90%,41.40%,"$14,175 ",76.5,0.0015427337241592102
1309,ROGERS PARK,Academic Support,face_to_face,55,17120.0,56.8,42.00817843563635,311.27272727272725,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.31132367114618753
1310,ROGERS PARK,Academic Support,online,2,45.0,6.0,41.9990654,22.5,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.000818315724391264
1311,ROGERS PARK,Building & Fixing Things,face_to_face,43,325.0,78.25581395348837,42.01089539651161,7.558139534883721,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0059100580094924625
1312,ROGERS PARK,Computers.,face_to_face,39,1980.0,99.0,42.00679534948722,50.76923076923077,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.036005891873215616
1313,ROGERS PARK,Digital Media.,face_to_face,2,25.0,58.5,42.01520157,12.5,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0004546198468840356
1314,ROGERS PARK,Healthcare,face_to_face,3,52.0,68.0,42.01235453333334,17.333333333333332,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.000945609281518794
1315,ROGERS PARK,Helping Your Community.,face_to_face,4,80.0,49.75,42.018351554999995,20.0,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.001454783510028914
1316,ROGERS PARK,Music & Art.,face_to_face,250,4978017.0,46.364,42.00466259964014,19912.068,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,90.52421305304505
1317,ROGERS PARK,Music & Art.,online,2,70.0,52.5,42.01301384,35.0,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0012729355712752996
1318,ROGERS PARK,Nature.,face_to_face,24,440.0,99.0,42.015512785000006,18.333333333333332,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.008001309305159026
1319,ROGERS PARK,Performance.,face_to_face,5,100.0,13.4,42.019400788,20.0,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0018184793875361423
1320,ROGERS PARK,Reading & Writing.,face_to_face,77,5494.0,33.41558441558441,42.00913184337655,71.35064935064935,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.09990725755123565
1321,ROGERS PARK,Reading & Writing.,online,1,50.0,6.0,42.01516342,50.0,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0009092396937680711
1322,ROGERS PARK,Science ,face_to_face,4,114.0,52.5,42.0099172625,28.5,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.002073066501791202
1323,ROGERS PARK,Social Studies ,face_to_face,3,1849.0,99.0,42.00450770333333,616.3333333333334,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.03362368387554327
